AREA,DISTANCE_F_C_C,FLOOR,MAX_FLOOR,ROOMS,WINDOWS,PRICE
68.7,5800,2,7,1,2,94630
97.4,2800,6,6,6,7,198280
35.5,3400,2,8,1,2,89230
62.6,3700,1,1,1,5,121580
37.6,7300,1,1,1,4,54850
38.3,3300,5,9,1,3,62000
26.7,8900,1,2,3,5,39400
61.8,3600,9,9,3,7,117970
65.2,1400,1,4,5,9,119000
72.6,8200,2,5,3,7,98690
50.5,4200,1,1,4,7,113170
66.2,8400,1,2,4,7,87040
34.1,9700,6,10,2,6,57760
31,4200,7,7,4,8,70550
47.7,2300,4,6,4,5,106350
28.8,6000,2,2,1,5,43830
57,6300,4,5,4,6,96640
64,6600,2,4,1,5,107370
36.3,9600,1,11,1,3,52500
60.4,4000,4,6,2,3,124390
53.5,4800,2,2,2,6,105880
44.4,8000,9,9,1,4,74360
59.6,9300,4,9,1,2,92740
62.9,2500,4,5,1,2,133820
45,7800,4,10,4,5,71470
82.6,100,1,1,1,2,218550
59.9,4800,7,7,4,7,120380
60.2,7400,1,3,2,5,92210
36.2,9200,7,12,2,4,67400
49.9,7800,3,10,2,6,93760
55.5,9900,3,6,1,5,90580
28.9,6700,2,7,1,5,47460
56.5,3000,5,5,1,3,131290
63.7,1100,4,4,2,5,123480
41,7900,5,8,1,4,51020
39.6,5400,6,8,4,6,67820
30.4,7000,1,1,2,6,40490
65,6200,4,4,1,3,100210
31.1,300,7,9,4,8,81210
45.9,3400,5,8,3,7,113460
20.4,8500,3,3,3,7,35100
58.4,6500,4,7,1,4,109240
42.8,5600,3,10,1,4,78670
67.4,9600,2,4,5,7,125170
41.5,1300,1,1,1,4,88630
69.4,3400,6,10,3,6,122100
60.2,6500,2,3,3,4,83540
38.9,6100,2,2,1,4,65250
39.9,8100,1,2,3,7,68910
88.3,6000,1,1,4,6,151540
59.4,6100,1,8,1,3,90980
40.2,2900,7,7,1,2,95690
42.2,7200,1,2,4,8,62890
38.3,300,5,8,4,8,113920
41.2,9200,1,1,1,4,49460
28.3,9200,3,7,2,5,51350
66.9,800,1,4,2,4,135170
47.5,1000,1,1,3,7,114950
20.9,9400,3,10,1,2,31170
95.3,3300,2,11,7,11,173550
51.8,3800,4,8,3,4,111160
45.7,8600,2,2,1,2,69130
39.7,9900,2,3,1,3,55450
95.4,1400,2,12,3,4,266270
33.3,3000,1,2,3,4,58740
21.2,4100,10,11,2,5,46610
35.3,8400,2,6,3,4,45470
55.7,6400,5,7,1,2,84340
43.4,600,4,11,1,2,98660
73.5,1000,1,8,3,4,168280
64.3,6100,2,4,1,2,118930
83.5,1600,2,10,3,7,178950
67.6,3000,9,11,5,9,118420
88.1,5400,9,11,1,2,155170
22.8,3900,1,1,2,4,35490
42.5,5000,3,3,1,3,51630
32.3,1300,8,9,1,3,92960
34,9900,7,9,1,2,56290
31.4,100,1,5,3,4,84490
90.6,2500,8,10,1,2,182980
53.9,5700,2,3,3,4,90180
81,8300,7,7,5,9,130120
34.8,4700,2,6,1,5,83240
21,6200,8,11,1,4,39440
67,9200,1,3,5,8,88520
53.4,2600,1,3,1,5,123370
30,6700,1,2,1,3,46460
38.9,3700,3,9,4,8,64070
24,1600,1,1,1,5,67670
52.7,2100,1,2,1,5,90110
67,7000,11,11,2,6,103050
74.1,2600,1,1,1,2,155250
20.4,4900,9,11,3,5,48560
83.8,2100,6,11,1,3,167100
28.3,5500,9,12,1,5,37230
34,5700,1,5,1,3,60980
50.7,9500,1,6,2,4,87150
21,3500,3,3,1,2,38740
49.1,4800,1,4,5,7,87450
85,9500,2,2,6,10,113290
61.6,7600,1,9,3,7,77940
59.7,2700,8,9,3,4,105520
42.6,5100,1,1,3,4,71540
63.1,4100,1,4,2,6,108350
63.4,8000,4,8,1,4,103650
68.3,400,4,9,5,6,188550
50.3,8100,4,4,2,3,61340
59.7,1100,1,7,1,5,170750
44.8,9900,5,6,1,4,75230
47.3,7400,7,11,5,7,71940
31.9,2100,12,12,3,7,58130
24.7,1000,6,7,1,4,68370
68.1,3600,10,11,1,5,149300
76.2,6700,3,10,4,5,117630
51.3,1700,1,9,1,5,139430
34.8,7600,2,3,1,2,58970
67.1,2100,5,8,1,2,156360
90.2,9300,1,12,4,5,127370
37.7,7300,5,6,3,4,55950
37,3900,1,1,1,2,71890
69.5,400,2,4,2,5,175950
24.3,8500,12,12,3,7,32820
65,800,3,7,2,4,144610
30.8,6200,2,2,1,3,51330
38.2,4400,5,5,1,4,87970
52.8,3800,9,9,3,7,127590
32.4,8200,1,8,1,4,42340
69.9,9500,1,1,4,8,110340
61.3,800,2,2,3,4,125730
79.4,3800,1,6,6,8,132410
59.3,7200,2,4,4,7,99600
79.6,9300,2,2,2,4,105740
47.1,1100,1,3,4,7,111950
26.3,1700,2,3,2,3,47670
27.9,8000,1,1,3,7,35200
49,4100,2,11,4,5,109670
54.3,5000,1,3,4,8,91430
63.2,5100,10,12,4,6,109810
45.5,4900,1,12,4,6,101510
52.4,4200,8,10,1,4,98510
60.6,3600,1,11,1,2,132090
34.7,6200,7,7,4,6,41220
64,5200,1,6,2,5,75340
33.4,2400,2,4,1,2,58980
36.4,5500,2,4,2,5,67180
27.2,6800,1,1,2,4,45190
40.8,5600,8,8,4,5,62240
91.9,5500,1,2,6,10,162770
42.5,4300,1,8,4,7,91410
40,5000,7,11,1,3,58290
34.2,3500,2,2,4,7,57770
79,6100,1,11,1,4,141630
22.5,4400,4,12,1,2,53390
92,9400,5,5,3,5,117240
48.6,7500,8,8,4,8,77500
42.7,5500,10,10,2,3,75740
41.1,4900,6,6,4,8,87990
39.2,7500,1,5,2,3,57750
51.7,200,7,8,1,5,162250
57.6,5300,2,2,2,3,73560
69,7200,5,5,4,6,109480
64.2,9700,4,8,5,7,96970
20.2,2200,3,6,3,5,48100
28,3800,2,4,2,3,55540
44.8,1300,8,8,1,4,118980
50,9400,2,2,2,6,69930
42.2,5800,5,7,4,6,61970
94.7,8800,9,11,2,4,145110
33.1,3600,8,8,2,3,75160
39.3,4600,1,5,1,2,72610
40.2,5300,3,3,1,2,47680
22.1,7800,1,4,1,3,37670
46.7,5400,3,5,1,5,68850
41,200,1,1,1,5,118890
49.6,6000,3,10,1,4,92490
47,6500,6,11,3,6,77110
31.6,1800,2,11,2,3,76700
70.3,1000,2,7,5,8,161210
60,100,5,12,2,5,191000
23.7,200,1,1,1,4,73900
61.1,900,1,3,5,8,168700
52.1,9200,4,8,4,7,72510
63.4,7400,9,9,2,5,83130
57.3,4300,9,12,4,7,110820
24.6,5500,1,8,2,4,33290
69.2,4000,3,6,3,5,147450
39.3,4700,2,3,1,2,83080
81,1400,8,10,5,7,217760
39.6,2400,2,4,1,3,82420
33.9,5200,2,2,1,2,46030
27.9,7700,12,12,2,4,33090
74.2,8600,4,4,4,8,127340
64.8,6400,4,4,1,4,85380
32.9,8300,1,9,2,4,53560
57.1,4400,3,6,4,5,142500
71.2,4300,3,8,3,4,165440
44.4,1000,8,8,3,5,92140
48.6,2400,5,5,2,3,88870
50.6,3100,2,11,1,3,93350
89.1,200,1,1,6,7,210810
43.1,4000,5,9,1,3,82830
52.9,4200,4,9,4,7,121210
46.9,200,8,8,1,2,147050
54.7,100,1,5,1,3,164920
65.6,5300,2,7,5,7,86250
98,2700,5,12,5,6,184980
66.6,1200,2,2,1,2,157820
34,9600,1,6,3,4,42220
52.8,6100,8,8,2,6,68990
96.6,3200,1,9,6,8,210910
65.9,1500,1,6,3,4,152840
77.2,8300,8,9,6,8,95810
27.9,9100,8,8,1,2,41020
59.1,8700,3,10,1,4,102010
66.4,1800,1,1,3,6,162720
26.8,2300,1,1,1,2,46790
29.7,3100,3,12,1,3,57330
49,8700,6,8,1,2,68380
45.5,1400,1,1,1,4,82390
23,9600,1,6,2,3,29950
54.9,4100,5,9,1,3,137890
28.9,800,3,7,1,5,55070
49.4,9900,8,10,4,8,92210
70.9,5400,7,7,5,6,85820
44.4,9100,2,6,4,8,61410
84.7,1800,4,12,2,5,199070
58.7,3100,2,6,5,7,128810
97.7,5200,6,11,5,6,178200
47,4700,2,6,5,8,95190
64.6,4900,4,7,5,6,122860
62,9900,5,5,1,2,81630
77.6,4800,1,1,5,7,151620
31.4,2100,1,8,1,2,70080
67.1,8300,3,3,4,6,119080
48.5,1100,2,3,3,6,137670
31.2,4700,7,8,1,3,66490
51.6,2800,3,4,2,3,116140
69.5,1800,9,9,6,9,159250
54.3,6400,8,9,1,5,73010
86.7,8800,1,9,6,7,153950
47.9,6600,2,2,5,7,75010
79.1,6600,9,12,3,4,146230
45.1,5900,2,3,3,6,70990
71.1,3700,2,8,3,6,173920
54.2,6300,1,1,1,3,64090
74.1,1800,2,5,5,8,213780
36.7,1000,6,11,1,2,107030
70.3,8800,1,3,5,9,98570
27.3,3200,4,4,2,6,48840
53.8,800,10,11,5,8,126130
62.5,2300,1,1,1,5,141300
32,6800,2,5,1,3,55570
31.1,7200,6,8,2,3,54480
34.4,400,1,3,1,5,87150
40.4,5200,3,7,4,6,52270
24,2900,1,12,1,2,54660
58.8,6600,1,1,1,5,76830
77.1,5600,2,5,4,5,99680
66.9,2800,8,11,1,3,161740
32.7,600,10,12,1,2,81700
46.1,9500,5,7,3,6,61830
49.2,200,8,9,2,3,126810
57.4,300,12,12,3,6,137820
47.9,4200,1,1,3,7,99360
61.8,5200,9,11,2,3,84950
89.1,4600,5,9,3,5,211350
54,3600,3,12,3,6,106800
58.4,3400,1,10,3,4,140280
54.7,6100,7,7,4,8,96340
72.8,3100,2,10,1,5,184720
62.6,8200,9,12,3,7,98890
42.2,8400,3,3,3,4,62590
42.7,4800,3,9,2,4,107050
25.3,4700,2,10,1,2,64380
47.5,8100,9,9,4,6,60610
65.7,3500,5,6,5,8,152250
52.2,5000,12,12,3,5,82300
85,700,2,4,1,2,178780
41.1,8300,2,10,2,3,52040
31.5,100,6,7,2,4,97010
60.2,5000,7,9,1,4,104200
85.7,2400,2,3,1,2,165980
55.6,800,8,9,4,8,159020
58.9,3900,1,1,2,3,131410
28.2,2100,1,4,3,4,47840
76.9,4100,2,3,5,8,171640
36.3,4300,7,8,4,6,73500
55.6,5200,5,12,4,6,70250
62.6,7900,9,10,5,9,88170
88.1,6500,1,1,3,4,155480
31.3,7500,7,10,1,3,47870
53.2,8500,5,12,1,4,87730
61.1,2900,5,8,4,5,130480
61.1,3700,6,8,1,3,128620
42.8,1000,4,10,1,2,107580
40.4,3400,4,6,1,5,68500
21.9,3800,3,9,3,6,46470
86.2,2200,3,12,5,9,212010
43.6,4500,3,5,4,6,91860
76,9500,1,3,6,10,113270
55.9,6900,3,10,5,8,99780
22.5,1500,2,5,1,5,49090
24.7,8000,9,9,2,6,34180
72.8,200,1,1,6,7,194980
38.6,1800,1,10,1,4,85560
72.6,8400,4,8,3,4,114000
69,6700,1,8,6,9,115000
42.1,5200,4,6,2,6,64350
69.3,5300,2,2,1,5,101850
64.5,5500,1,3,2,3,75810
34.8,2500,6,9,1,2,60590
58.7,4500,6,8,4,8,103890
58.6,8900,5,8,3,5,75150
34.9,5900,2,5,1,2,64280
62.1,9300,3,11,5,8,82760
56.8,1200,6,8,1,5,123780
20.6,200,1,2,1,3,53950
41.3,9600,2,4,4,7,72780
25.5,9000,1,1,3,7,36550
61.8,3700,6,9,1,4,156630
20.8,2700,2,8,1,5,41550
91.5,4500,1,3,1,3,169060
25.7,2600,2,4,1,2,63570
75.9,2800,2,3,5,7,179720
49.9,6300,5,9,2,3,74800
45.5,7700,1,2,3,6,68550
24.9,2400,1,7,1,2,58240
60.7,7500,1,3,2,6,103790
62.3,3800,4,4,1,5,103330
80.3,3600,1,12,3,7,128560
29.1,2900,4,4,3,5,63950
87.8,900,3,3,2,6,223150
22.8,3700,1,1,1,3,47990
80.2,3700,10,12,1,5,198700
20.2,1200,1,2,1,4,51410
91.4,1400,4,5,4,7,263230
33.1,2000,9,9,1,5,57490
73.8,700,1,1,3,6,147180
69.9,2600,2,2,3,4,125880
76.2,5300,4,4,3,5,116380
44.9,2600,1,4,1,2,88900
31.1,3000,1,1,1,5,53340
60.4,2000,4,10,4,6,134610
95.1,300,2,12,2,3,275370
47.6,9500,2,2,2,5,84690
35.6,2800,3,3,1,4,59460
20.3,5600,2,4,1,3,28290
60.5,1500,1,11,3,4,137320
24.7,3400,3,9,2,5,44340
67.2,2900,1,2,1,5,129910
34.5,6500,4,6,3,5,57480
31.4,6800,1,1,1,5,43350
69.4,8000,1,1,5,6,114230
31.6,5800,3,11,1,3,51180
48.2,8800,5,7,4,7,66020
95.5,300,4,7,3,7,241140
51.3,7200,1,1,1,5,91370
83,100,10,12,2,5,263590
23.7,6700,1,3,1,3,30480
76.8,100,2,6,5,8,237550
62.2,9600,2,11,3,7,116700
69.3,4200,2,3,3,6,160600
21.5,7100,2,7,3,4,28060
50.4,4400,7,8,5,8,85140
37.7,9800,3,3,1,4,65450
53.4,1500,3,9,5,6,121390
37.3,3100,1,7,2,4,79420
43.4,7900,2,2,3,7,67450
63.1,2600,1,3,5,6,106990
84.1,7300,3,5,2,5,150760
38.4,9400,1,7,1,4,67940
21.3,4500,1,1,1,3,37090
58.5,1700,2,4,1,3,128150
24.3,3600,10,11,3,5,56620
65.3,9500,4,4,2,4,94790
30.6,5800,9,11,1,4,41160
22.2,7500,1,2,1,2,28070
27.1,6300,11,12,1,5,33410
67.4,4100,4,10,3,7,163910
96.7,1700,11,11,2,6,220790
27,300,5,9,1,3,75560
80.8,2100,10,11,1,5,176560
40.1,2900,3,12,4,6,72990
94.8,200,1,2,3,6,213550
51.6,8900,4,4,5,8,68260
47.7,5300,2,3,4,7,66410
44.7,8000,1,2,1,2,73540
63.8,9400,10,10,1,4,111220
59.6,9800,4,5,4,7,104860
58.5,8800,1,2,1,2,74390
43.4,8100,7,10,1,2,80190
80.5,9000,6,6,1,4,98670
67.1,3800,2,2,1,5,116790
84.3,4400,5,12,5,9,205810
45.4,3800,4,12,3,7,76850
30.4,6700,5,6,3,4,52850
30.9,2300,2,2,3,4,70630
21.8,3000,2,2,3,5,41860
43.1,8600,1,3,1,2,75290
81.5,6100,1,9,2,3,118750
35.1,3900,9,9,1,3,76600
31.7,1000,5,5,3,6,88070
42.4,7200,9,10,1,4,66280
98.5,3200,2,2,6,7,182790
34.9,2900,3,8,1,4,74590
35.6,9500,3,7,1,5,52250
22.1,2800,1,1,3,7,52760
35.2,3400,2,4,4,6,66140
49.3,9500,12,12,1,5,77290
65.3,500,2,10,3,7,182940
61.6,3500,2,5,3,6,102520
55.6,3300,3,5,4,8,139330
28.9,1900,8,11,1,4,60370
51.9,4300,4,4,4,6,105930
64.1,7000,4,9,1,3,85130
36.4,4700,2,3,1,5,86450
62.5,8400,3,4,1,2,82910
95.1,8300,1,2,4,5,132920
39.8,8300,2,9,3,6,51760
74.3,7700,1,1,2,3,96150
69.4,1500,2,2,1,4,138780
44.1,8800,1,10,1,5,75170
57.3,5800,3,4,2,6,96430
56.1,2100,1,2,2,3,130610
63.5,2600,3,4,2,3,123550
42.9,5300,6,6,2,6,50270
35,7800,9,12,3,7,43750
26.8,3500,9,12,1,3,59160
52.3,9400,1,1,3,6,84530
29.5,7500,10,12,1,3,45930
46.6,800,1,4,2,4,116590
62.2,3900,6,8,3,5,140040
52.7,3200,3,10,5,6,86810
62.5,3300,1,5,1,4,106360
53,1700,4,9,5,8,153860
94.6,3700,4,5,2,5,192160
54.1,9300,2,2,2,5,91050
36.1,3900,1,1,1,3,77130
24,4200,2,9,2,3,58230
61.4,4300,5,9,4,7,99560
24.6,2400,5,7,2,3,62020
73.7,2000,4,8,5,7,163480
47.4,9500,1,6,1,3,69960
56.4,2700,7,8,3,5,127250
44.3,2900,4,4,2,3,69130
57.4,9300,3,10,5,9,92590
66.8,9900,4,8,2,3,122410
62,1100,2,10,2,3,149900
58.6,600,7,7,1,2,107950
44.6,8100,4,8,2,3,56560
25.1,2600,1,2,1,5,42550
66.9,9500,11,12,5,9,102830
36.5,6700,3,11,4,6,60570
99.9,7300,4,9,3,7,140830
65.3,6900,2,6,3,6,98880
39.1,9100,1,1,3,7,66150
62,5300,2,2,3,6,76050
57.3,1000,11,11,2,5,129490
69.1,5200,3,10,2,5,97410
70.9,6600,7,10,2,3,123460
35.5,1400,2,4,1,3,90920
39.3,8000,3,4,1,2,66420
35.3,3200,1,1,1,3,58860
35.6,500,5,8,1,3,80250
75.1,9900,5,6,1,3,115780
51.4,1000,4,10,1,2,143950
83.9,9800,6,9,4,7,121150
44.5,2700,7,11,1,2,112190
56.8,3900,4,11,1,5,123560
45.2,3000,9,9,1,4,102920
46.3,2400,1,9,4,7,105050
50.1,2400,2,3,1,2,118450
89.3,1100,2,4,1,5,218530
35.7,500,4,10,1,3,105400
50.2,5300,9,10,2,6,78560
20.4,4100,4,6,1,3,41370
93.9,5500,10,12,2,5,162970
33.1,8800,6,7,4,6,45900
23.8,5400,3,3,3,4,28030
52.2,9900,1,2,3,5,91610
47.8,1400,2,3,5,7,122650
22.7,5900,1,1,1,2,34030
62.5,7300,6,12,2,6,81160
51.5,5500,1,2,1,5,87090
33.4,7200,2,9,2,3,42610
61,3400,10,12,1,3,108420
40.9,2400,2,3,1,5,62790
38.3,8900,1,3,3,4,54460
70.4,200,8,12,5,7,181440
42.3,5000,1,4,3,4,66390
37.9,2600,5,7,1,5,88210
66.5,8300,2,2,2,3,112630
61.4,1600,1,12,4,5,170580
32.7,7400,5,10,2,5,44480
61.4,200,6,12,1,3,199600
65.3,200,3,8,4,5,173200
77.6,2700,3,3,4,5,176830
62.4,4300,5,12,4,7,104680
73.8,7300,5,12,5,6,109930
42.1,2100,10,10,1,4,94450
31.3,500,9,12,2,3,59470
41.2,6000,6,8,1,5,52830
69,800,3,3,6,9,189090
24.7,5300,1,1,3,7,40410
92.1,5000,6,7,6,8,153840
51.6,3100,4,4,1,4,101980
79.4,5300,5,7,4,5,116910
45.5,6300,4,12,4,7,73820
35.2,5200,9,9,3,6,51730
44.6,4300,4,7,3,7,110620
29.5,6500,10,10,1,4,42690
21.8,5700,2,6,1,2,40090
90,5800,1,1,6,10,155840
39.7,7500,5,10,2,5,66300
63.2,1600,4,6,4,8,156100
47.6,9900,8,9,5,6,68880
30.9,1200,4,5,3,5,67630
60.8,7700,2,11,1,5,107950
69.2,1900,1,1,2,5,177310
61.2,6600,2,2,5,9,101620
45.5,9400,2,8,1,5,66430
22.6,6600,2,2,1,3,30790
76.8,6300,1,3,5,6,123240
32.9,7500,1,9,1,5,58060
76.5,7000,3,7,3,4,128630
20.7,6200,2,6,2,4,29810
28.5,2400,2,8,1,3,68490
48.8,9100,7,10,4,6,60400
52.2,1100,2,2,1,5,97620
55.4,1100,1,9,1,2,134570
71.4,1000,3,10,2,3,159260
36.7,1100,2,3,1,5,86200
36.2,2500,1,1,1,5,78380
26.8,1900,6,6,2,3,68570
96.1,5400,4,4,2,3,118310
49.2,5200,1,1,2,3,76290
76.5,3000,2,6,5,9,140980
44.6,5800,9,10,4,8,60770
32.7,2800,7,8,4,5,64650
61,5400,1,1,1,5,72520
37.6,5100,4,4,1,4,50450
49.8,400,9,10,3,4,144180
81.3,4700,1,4,2,6,162730
44.3,8500,4,9,1,2,57650
52.5,2000,6,12,5,7,126280
49.3,2100,4,11,1,2,85940
58.9,2600,10,11,4,7,98750
42.5,2700,4,5,2,6,99640
68.2,2000,4,7,5,6,124520
21.2,9500,1,1,3,5,35810
57,5800,1,5,1,3,69400
34.9,1900,8,8,1,2,68810
65,8900,5,11,4,5,91260
38.5,7700,6,10,1,3,64220
21.7,7800,2,10,2,6,35080
26.9,8500,3,4,1,2,45610
72.2,9600,3,5,3,7,119000
23.5,2600,3,10,2,6,59130
24.2,1300,4,11,1,3,62640
34.9,5000,1,3,2,3,46230
38.3,7000,7,10,1,4,61590
25.2,1000,2,5,1,5,52300
46.8,9300,5,12,2,6,64550
20,8400,3,11,3,5,33090
87,2700,5,12,1,3,163640
62,7800,2,9,1,5,78800
70.5,8600,9,10,1,3,84000
28.2,1300,1,1,2,3,65020
81.4,5900,3,5,1,3,108100
33.3,4800,1,6,1,3,79330
47.6,7000,3,11,4,8,70450
44.2,8400,1,3,1,2,72710
55.2,4200,3,11,5,9,101260
60.3,4500,1,2,1,5,113040
52.5,6300,3,3,5,9,70260
61.8,9400,4,10,1,2,103620
42.9,4100,9,10,1,3,76250
36.2,6700,4,11,1,3,50820
82.4,9200,8,10,6,10,148960
57.3,900,9,9,4,5,157030
22.7,6100,5,8,1,5,35880
28.8,400,1,1,1,4,76170
33.1,5300,4,10,2,3,59390
25.2,9000,3,10,1,4,40190
75.1,5700,9,12,4,5,139830
65.8,800,5,7,4,5,144270
91.5,8300,2,3,3,4,154650
25.3,2900,1,6,3,5,59290
49.4,9200,10,12,2,6,83720
39.2,4600,1,3,4,6,87380
66.9,8900,2,5,1,3,88910
26.6,3100,5,5,3,6,59270
77,8300,1,2,2,6,95980
26.2,2900,7,11,1,4,58390
62.4,3800,4,5,2,6,132700
21.4,6300,4,5,2,6,35910
76.7,3700,11,11,6,10,171670
27.3,3100,4,12,1,2,54540
28.5,5100,1,10,1,5,35470
27.7,8100,2,11,2,5,39650
96.6,7500,2,3,4,7,162660
51.7,4000,1,10,3,6,123810
49.6,6300,1,1,3,7,81860
46.2,7900,2,11,1,2,81810
44.7,3600,4,5,1,4,87980
46.8,6000,2,3,2,4,65870
24.3,7500,4,4,2,4,34130
57.8,8400,1,4,5,6,78440
46.3,8600,1,3,3,5,79880
63.9,2700,2,3,1,3,139920
85.6,8000,1,2,2,5,119870
58.5,1400,5,6,4,6,151260
66.8,700,1,4,1,3,169050
47.5,8600,4,9,5,9,81130
88,8100,1,1,2,6,123630
23.5,2700,4,10,1,2,45850
88.3,400,7,7,1,5,237930
44.9,7800,2,2,3,5,76450
93.6,6100,3,5,5,9,174010
61.6,6700,3,3,1,3,78780
51,600,8,8,1,5,133380
47.1,7300,1,4,2,4,58110
24.4,8300,1,1,1,4,30650
56.4,1800,5,12,1,2,132340
48.7,4700,7,9,1,2,108120
50.7,3900,2,12,3,6,122960
67.6,1900,8,10,1,2,129590
30.1,8500,2,5,1,4,46550
48.3,5000,5,8,1,5,62220
35,1800,5,9,1,4,87140
48.1,3700,3,6,1,5,83800
49.3,5700,1,1,3,5,76050
88.9,2100,3,4,5,8,204580
55,400,2,5,4,5,132810
89,7500,2,8,2,6,112360
29.4,4900,10,11,1,2,47380
75,600,1,7,1,3,140330
54.4,3900,1,5,5,9,86850
59.3,6300,1,3,4,7,83840
63.3,8700,4,11,1,5,106310
33.4,8800,1,1,1,5,48510
34.6,5000,2,4,1,4,48710
89.7,4000,8,9,3,7,172840
51.2,4200,8,11,5,7,118580
61.2,300,8,10,1,2,197210
22,8400,7,11,1,5,37280
74.6,9200,7,7,1,3,122060
53,7400,4,5,1,3,89580
49.1,2300,3,9,4,6,92730
43.4,6500,5,10,1,2,64030
92.2,6900,2,3,4,5,155580
67.1,1900,1,1,1,2,160510
86.1,6300,8,10,2,5,142970
37.1,2800,5,8,1,2,95050
75.5,200,5,5,2,6,198140
53.3,5600,8,12,5,7,98830
97.6,3000,2,2,5,7,210370
27.3,3800,1,3,1,5,43680
63.2,9700,2,6,5,8,116290
55.2,3700,1,1,1,2,124200
78.8,1900,1,1,4,5,167300
60.2,800,1,1,5,8,144710
68.4,5300,7,8,5,9,90920
64.3,7300,5,9,5,9,115570
58.5,8200,1,1,3,4,73760
21.7,6300,4,6,3,5,40870
79.3,7000,5,10,4,8,138460
64,5200,3,11,3,7,106580
59.2,5100,1,1,2,4,76560
68.7,4800,5,10,5,7,150100
86.3,8600,3,3,4,6,104930
35.7,800,1,10,1,2,84500
73.1,8900,11,11,6,7,109270
36.4,1900,3,4,1,4,76190
78.8,4200,3,5,6,9,133170
56.4,6900,1,10,1,5,80600
61,9600,9,10,1,4,99970
56.6,5900,4,11,1,2,75700
53.6,3100,1,1,1,2,117270
55.9,2600,1,6,1,3,86430
33.9,7700,7,9,3,6,43120
34.8,5300,1,2,4,5,62170
22.1,1600,7,8,1,4,58510
29.5,1200,3,12,1,3,75300
32.6,1300,1,1,3,7,76630
69.4,600,1,6,5,9,158390
41.1,6200,9,10,1,5,49930
25.1,200,3,7,3,7,81660
32.3,8800,2,10,1,3,40810
25.7,100,1,2,3,5,66010
41.7,6400,8,9,4,6,72320
48.8,6700,3,12,1,2,86460
77.2,800,9,12,6,9,162810
56.6,7300,9,12,1,5,85220
25,5000,1,1,1,5,44840
53.7,1400,3,3,3,7,115750
40.9,2900,5,7,1,5,101410
37.9,9000,4,8,1,5,60990
57.6,5600,4,5,3,4,92480
45,2800,10,10,1,3,107080
50.2,1000,1,1,2,3,124690
45.5,2600,1,4,4,8,109780
84,6700,5,7,4,7,152890
20.3,3600,2,10,1,3,38550
56.6,4000,1,4,1,2,103910
38.9,4000,1,4,2,3,64900
87,2500,10,12,5,8,220090
39.1,5900,4,8,4,7,50770
70.6,4200,4,4,6,10,114560
27.9,6200,9,9,1,3,49510
75.8,4700,5,8,3,7,157980
36.6,4900,5,11,4,5,70960
63.3,5500,9,11,3,7,82260
64.3,3600,1,1,2,4,117120
57,1100,3,6,5,8,168890
44.3,5700,2,8,1,3,67750
25.9,3000,9,12,1,5,46890
41.2,9400,2,5,2,4,65320
90.6,7000,1,9,4,8,109420
31.8,1000,3,3,2,3,62270
94.3,6700,8,12,5,6,130250
23.4,8900,3,8,1,4,29690
73.2,8000,5,5,3,7,108700
24.2,8300,7,11,3,6,35120
68,3000,4,4,1,2,110400
44.5,2900,2,11,1,3,75790
94.9,5500,1,1,6,7,114270
59.9,2700,4,10,1,4,143400
89,200,8,8,1,3,212660
59.6,800,1,2,4,7,171430
66.1,3900,3,6,5,7,165520
63.3,5000,5,5,1,2,83910
89.2,9100,1,9,1,5,107090
34.4,9900,2,7,3,5,56530
22.7,5900,2,6,1,3,36740
64.8,2900,8,11,5,7,165710
65.7,9800,1,5,1,2,78520
66.2,7700,2,2,1,2,108310
66,8600,2,3,5,8,118440
61.6,3700,2,9,2,6,121370
36.1,2000,3,4,3,5,78520
32,8800,6,8,4,8,50030
87.4,8000,1,2,5,8,104770
52.5,8500,4,8,2,6,90320
24.3,8800,3,7,2,6,38480
39.8,2500,2,3,1,5,62110
58.6,8900,1,2,5,9,70930
43.3,8100,3,6,4,8,69640
48.1,2600,8,10,4,8,107240
47.5,100,1,2,4,8,145300
99.1,400,3,4,5,6,246690
65.5,300,7,10,1,4,176280
87.4,3000,5,12,4,7,220610
35.5,9100,1,1,1,5,45650
44,2200,8,12,1,2,99400
39.3,4200,10,12,3,5,93740
27.1,3100,3,7,3,6,57100
33,4800,8,9,4,5,58060
79.7,1000,1,2,6,9,216830
58.4,6500,1,1,2,5,87720
78,3900,2,6,5,7,167610
68.6,1800,5,12,1,2,205220
42.7,2200,1,2,3,5,89610
61.1,1800,1,4,5,8,129060
95.1,3500,2,2,7,10,223900
20.7,6900,4,6,1,2,35900
84.2,9900,5,5,1,5,119200
56.8,9600,1,1,4,6,79590
82.4,800,1,1,6,10,190140
58,3400,8,8,3,6,114370
22.1,2700,1,10,1,3,36890
43.6,6200,3,3,1,5,61050
47.1,2200,8,8,1,5,75580
25.5,3000,6,9,3,6,52610
35.7,1200,3,9,1,4,72060
50.6,1400,4,9,2,6,134780
42.9,8400,1,4,3,6,71150
27.8,4200,1,3,2,3,56240
50.4,7300,6,9,2,5,88240
20.6,7600,1,12,1,2,36190
22.3,5600,10,11,3,6,29760
38,4300,6,9,2,6,82160
83.5,6500,5,11,3,5,156820
37.3,1500,5,5,1,4,80030
29.6,3700,1,3,2,5,49150
61.2,8600,4,12,1,4,100050
23,4000,2,7,1,4,47690
33.7,9800,5,9,1,5,54610
